224,Метод косвенной оценки стоимости жизни основан на:,"1. определение заработка (совокупного дохода) индивидуума в течение жизни
2. определение стоимости мероприятий, направленных на сохранение жизни
3. учете выплат по решению суда в качестве компенсации за потерю жизни или здоровья, причинения физических и нравственных страданий с учетом индивидуальных качеств пострадавшего
4. определении размера суммы личного страхования"
225,Каков наименьший размер страхового тарифа на обязательное социальное страхование от несчастных случаев на производстве и профессиональных заболеваний?,"1. 0,2 % 
2. 1 % 
3. 4 % 
4. 8,5 %"
226,Каков наибольший размер страхового тарифа на обязательное социальное страхование от несчастных случаев на производстве и профессиональных заболеваний?,"1. 0,2 %
2. 1 %
3. 4 %
4. 8,5 %"
227,Размер страховой выплаты по договору обязательного страхования гражданской ответственности владельца опасного объекта за причинение вреда в результате аварии на опасном объекте составляет  (в случае смерти потерпевшего):,"1. 1 миллион рублей 
2. 2 миллиона рублей
3. 20 % от сумм страховых взносов
4. 13 % от суммы страховых взносов"
228,Каков размер единовременной страховой выплаты в случае смерти застрахованного по обязательному социальному страхованию от несчастных случаях на производстве и профессиональных заболеваний,"1. 1 миллион рублей 
2. 2 миллиона рублей
3. 20 % от сумм страховых взносов
4. 13 % от суммы страховых взносов"
229,"Каким образом влияет на размер скидки к страховому тарифу число рабочих мест, отнесенных к вредным и опасным условий труда?
","1. Чем больше число этих рабочих мест, тем меньше размер скидки
2. Чем больше число этих рабочих мест, тем больше размер скидки
3. Никак не влияет
4. Этот вопрос решается по согласованию между работодателем и Фондом социального страхования"
230,Скидка или надбавка устанавливается в случае ….. ,"1. если показатели страхователя  (a, b, c) меньше (скидка) или больше (надбавка) нуля
2. если показатели страхователя  (a, b, c) меньше (скидка) или больше (надбавка) утвержденных значений трех аналогичных показателей по виду экономической деятельности aвэд, bвэд, cвэд которому соответствует основной вид деятельности страхователя.
3. если показатели страхователя  (a, b, c) меньше (скидка) или больше (надбавка) утвержденных значений трех аналогичных показателей по горной отрасли
4. если предприятие осуществляет свою деятельность не менее 3-х лет"
231,Максимальный размер скидки к страховому тарифу составляет в %:,"1. 10
2. 20
3. 40
4. 60"
232,"Ежегодный дополнительный оплачиваемый отпуск предоставляется работникам, условия труда на рабочих местах которых по результатам специальной оценки условий труда отнесены к …. ","1. к опасным условиям труда 
2. к вредным условиям труда 1, 2, 3, 4 степени вредности
3. к допустимым условиям труда
4. вредным условиям труда 2, 3 или 4 степени или опасным условиям труда."
233,"При добыче какого полезного ископаемого возможно развитие сидероза у горнорабочих?

","1. железные руды
2. каменный уголь
3. нефть
4. медные руды"
234,При добыче какого полезного ископаемого возможно развитие карбоканиоза у горнорабочих?,"1. железные руды
2. каменный уголь
3. нефть
4. природный газ"
235,Какое воздействие на организм человека НЕ может оказывать промышленная пыль?,"1. аллергическое
2. раздражающее
3. токсическое
4. фибрилляционное"
236,К основным факторам взрывоопасности пыли НЕ относится:,"1. размер пылевых частиц
2. химический состав пыли
3. форма пылевых частиц
4. влажность запыленного воздуха"
237,Каким классом опасности характеризуется хлор?,"1. 1
2. 2
3. 3
4. 4"
238,Каким классом опасности характеризуется свинец?,"1. 1
2. 2
3. 3
4. 4"
239,Пыль классифицируют как слабо фиброгенную при содержании в ней SiO2 в диапазоне: ,"1. Менее 20%
2. От 20 % до 40 %
3. От 40 % до 70 %
4.  Свыше 70 %"
240,Пыль классифицируют как среднее фиброгенную при содержании в ней SiO2 в диапазоне:,"1. Менее 20%
2. От 10 % до 40 %
3. От 20 % до 70 %
4. Свыше 70 %"
241,Пыль классифицируют как сильно фиброгенную при содержании в ней SiO2 в диапазоне:,"1. Менее 20%
2. От 10 % до 40 %
3. От 20 % до 70 %
4. Свыше 70 %"
242,Какая аббревиатура соответствует наиболее часто используемому при измерении концентрации пыли типу фильтров?,"1. АФА
2. АПФД
3. ААФ
4. АТП"
243,Кониметрический метод измерения концентрации пыли подразумевает: ,"1. Вычисление количества пылинок в объеме воздуха
2. Использование светового луча
3. Применение фильтра АФА
4. Оценку изменения свойств ЭМП при попадании в него заряженной пыли"
244,В составе воздуха при нормальных условиях третье место по объему занимает:,"1. Кислород
2. Водород
3. Аргон
4. Углекислый газ"
245,"Бумажный элемент, фиксирующий фильтр АФА в фильтродержателе, называется:","1.   Рукоятка
2.   Загубник
3.   Аллонжи
4.   Фикса"
246,"Объем легочной вентиляции, принимаемый при расчете пылевой нагрузки у горнорабочего очистного забоя, равен","1.   4 м3
2.   7 м3
3.   10 м3
4.   20 м3"
247,Каким классом опасности характеризуется ртуть?,"1. 1
2. 2
3. 3
4. 4"
248,К медико-биологическим методам минимизации негативного воздействия пыли на организм человека относится:,"1. применение орошения
2. герметизация
3. лечение в санаториях
4. автоматизация производства"
249,"Какой метод измерения концентрации пыли основан на принципе интерференции светового луча, пропускаемого через закаченный в прибор запыленный воздух?","1. фотометрический
2. мембранный
3. весовой
4. электроиндукционный"
250,"Какой метод измерения концентрации пыли основан на изменении напряженности магнитного поля, через которое пропускается запыленный воздух?","1. фотометрический
2. весовой
3. радиоизотопный
4. электроиндукционный"
251,Каким классом опасности характеризуется аммиак?,"1. 1
2. 2
3. 3
4. 4"
252,Каким классом опасности характеризуется сероводород?,"1. 1
2. 2
3. 3
4. 4"
253,"Какой из типов приборов используют для пылеулавливания?

","1. Циклон
2. Осциллограф
3. Радиометр
4. Дипольная антенна"
254,Для работников какой отрасли хозяйства наиболее вероятно возникновение биссиноза:,"1. Текстильная промышленность
2. Горнодобывающая промышленность
3. Машиностроение
4. Металлообработка"
255,Возникновение какого типа пневмокониозов наиболее вероятно у гимнастов и тяжелоатлетов?,"1. Бериллиоз
2. Антракоз
3. Талькоз
4. Карбоканиоз"
256,При расчете допустимого стажа работы в условиях запыленности в качестве базового значения принимают контрольную пылевую нагрузку за период времени:,"1. 10 лет
2. 20 лет
3. 25 лет
4. 35 лет"
257,Для представителей как профессии вероятность заболевания сидерозом будет выше?,"1. Врач
2. Маляр
3. Сапер
4. Геодезист"
258,Доля аргона в воздухе при нормальных условиях составляет:,"1.   Менее 0,2 %
2.   0,2 % 
3.   0,5 %
4.   0,8 %"
259,В какой из указанных отраслей промышленности доля пылевых аэрозолей конденсации в суммарной пылевой нагрузке будет выше?,"1.   Сельское хозяйство
2.   Химическая промышленность 
3.   Текстильная промышленность
4.   Металлургия"
260,Частое вдыхание пылевых частиц стекловолокна может привести к:,"1. Бериллиозу
2. Антракозу
3. Силикатозу
4. Карбоканиозу"
261,"Калибровочная константа, используемая при расчете объема воздуха, проходящего через аспиратор ПУ-3Э, составляет:","1.   1,25 л/дел
2.   3,89 л/дел
3.   10,35 л/дел
4.   25,33 л/дел"
262,"Число, указываемое после аббревиатуры АФА, указывает на: ","1.   Диаметр фильтра
2.   Максимальную концентрацию измеряемой пыли 
3.   Кратность превышения ПДК измеряемой пыли
4.  Максимально возможное количество раз применения для измерения концентрации пыли "
263,Перечислите категории работ при нормировании параметров на основе общих энергозатрат организма:,"1.	легкая, тяжелая;
2.	легкая, средней тяжести, тяжелая;
3.	легкая, средней тяжести, тяжелая, очень тяжелая;
4.	легкая, нормальная, тяжелая."
264,Назовите прибор для измерения скорости движения воздуха.,"1.	аспиратор;
2.	анемометр;
3.	кататермометр;
4.	актинометр."
265,Назовите основные параметры микроклимата:,"1.	температура воздуха, влажность окружающей среды, скорость движения воздуха, парциальное давление;
2.	температура воздуха, относительная влажность воздуха, скорость движения воздуха;
3.	атмосферное давление, скорость движения воздуха;
4.	влажность окружающей среды, скорость движения воздуха, атмосферное давление."
266,Назовите прибор для определения охлаждающего действия атмосферы.,"1.	анемометр;
2.	психрометр;
3.	кататермометр;
4.	аспиратор."
267,"Назовите прибор для определения относительной влажности воздуха по сухому и влажному термометрам.
","1.	анемометр;
2.	психрометр;
3.	кататермометр;
4.   аспиратор."
268,"Назовите параметр, не относящийся к параметрам микроклимата.","1.	атмосферное давление;
2.	температура воздуха;
3.	скорость движения воздуха;
4.	содержание кислорода в воздухе."
269,На какую систему организма человека влияют микроклиматические параметры окружающей среды?,"1.	нервную систему;
2.	систему (механизм) терморегуляции;
3.	дыхательную систему;
4.	эндокринную систему."
270,Какие параметры оказывают основное влияние на теплообмен человека с окружающей средой?,"состав и скорость движения воздуха;
2.	влажность и содержание кислорода в воздухе;
3.	атмосферное давление и температура воздуха;
4.	температура, влажность и скорость движения воздуха."
271,"Укажите фактор, который не влияет на величину норм климатических параметров.","1.	наличие теплового облучения;
2.	наличие ночных смен;
3.  категория тяжести работы;
4.	величина энергозатрат при работе."
272,К мерам по обеспечению нормативных параметров микроклимата в производственных помещениях не относится:,"1. кондиционирование; 
2. вентиляция; 
3. снижение тяжести труда; 
4. теплоизоляция."
273,"Укажите процесс, с помощью которого передается тепло тела человека в окружающую среду, если человек находится в состоянии покоя и нормальных условиях.","1.  тепловой радиации; 
2.  конвекции;
3.	испарения пота;
4.	выдыхаемого воздуха."
274,"От какого параметра, в основном, зависит интенсивность отдачи тепла человеческим организмом за счет испарения влаги с поверхности кожи?","1.	физической нагрузки;
2.	температуры воздуха;
3.	атмосферного давления;
4.	относительной влажности воздуха."
275,"От чего зависят оптимальные и допустимые параметры микроклимата?
","1. температуры и давления;
2. температуры и времени года;
3. температуры и категории работы;
4. категории работы и времени года."
276,"От каких параметров зависит количество теплоты, переданной окружающей среде за счет теплоизлучения?
","1. от разности температур тела и среды и скорости движения воздуха;
2.от относительной влажности и разности температур;
от размеров излучающей площади и разности температур;
от размеров излучающей площади и атмосферного давления."
277,"От чего зависит количество теплоты, передаваемое телом человека в окружающую среду за счет процесса испарения?","1. от температуры внешней среды;
2. от массы выделяемого пота;
3. от относительной влажности среды;
4. от скорости движения воздуха."
278,Какую величину имеет влажность воздуха при нормальных условиях?,"1. 40%;
2. 60-80%;
3. 60%;
4. 40-60%."
279,Назовите диапазон измерений чашечного анемометра.,"1. 0.3-5 м/с;
2. 5-10 м/с;
3. 0.1-8 м/с;
4. 1-20 м/с."
280,По какой формуле вычисляется охлаждающее действие атмосферы?,"1. H=F×T;
2. H=F/T;
3. H=F×T÷V;
4. H=(F-t)/T."
281,На какие параметры микроклимата реагирует «мокрый» кататермометр?,"1. скорость воздуха;
2. температура воздуха;
3. давление воздуха;
4. скорость, температура и влажность воздуха."
282,На какие параметры микроклимата реагирует «сухой» кататермометр?,"1. скорость и давление воздуха;
2. температуру и влажность воздуха;
3. давление воздуха;
4. скорость и температуру воздуха."
283,Абсолютная влажность – это ,"1. количество влаги на поверхности тела;
2. содержание воды в воздухе;
3. количество водяных паров, содержащихся в некотором объеме воздуха;
4. отношение парциального давления водяных паров в воздухе к парциальному давлению насыщенных водяных паров при той же температуре."
284,При нормальных условиях значение температуры воздуха в помещении составляет,"1. 20ºС;
2. 22ºС;
3. 24ºС;
4. 26ºС."
285,"При измерении анемометром, для получения численного значения скорости движения воздуха в [м/с], необходимо воспользоваться ","1. психрометрической таблицей;
2. расчетной формулой;
3. тарировочным графиком;
4. диаграммой."
286,"При появлении в помещении источника тепловой энергии, температура и влажность воздуха изменяются следующим образом:","1. остаются неизменными;
2. температура растет, влажность снижается;
3. температура растет, влажность растет;
4. температура растет, влажность остается неизменной."
287,В систему кондиционирования воздуха не входит,"1. калорифер;
2. увлажнитель;
3. ионизатор;
4. фильтр для очистки воздуха."
288,Каким образом должны изменяться температура и скорость движения воздуха при увеличении энергозатрат?,"1. температура должна увеличиваться, скорость воздуха неизменна;
2. температура должна уменьшаться, скорость воздуха увеличиваться;
3. температура должна уменьшаться, скорость воздуха уменьшаться;
4. температура должна увеличиваться, скорость воздуха увеличивается."
289,"За счет какого процесса, в большей степени, отводится тепло от организма человека при нормальных условиях?","1. конвекции;
2. излучения;
3. испарения;
4. дыхания."
290,"Что происходит с концентрациями газов при увеличении высоты работ?
","1. уменьшается содержание кислорода в воздухе; 
2. увеличивается содержание азота в воздухе;
3. увеличивается содержание двуокиси углерода в воздухе;
4. увеличивается содержание кислорода в воздухе."
291,"1. нарушение функций центральной нервной системы;
2. изменение состава крови;
3. повышение тонуса организма;
4. снижение остроты зрения.","1. с  42 ºС до 38 ºС;
2. с 40 ºС до 35 ºС;
3. с 38 ºС до 35 ºС;
4. с 35 ºС до 32 ºС."
292,Для гигиенической оценки шума используют звуковой диапазон частот:,"1. от 25 до 10 000 Гц
2. от 45 до 11 000 Гц
3. от 45 до 20 000 Гц
4. от 50 до 20 000 Гц"
293,Звук характеризуется:,"1. Звуковым давлением, длиной волны, частотой, интенсивностью.
2. Скоростью распространения, длиной волны, частотой, интенсивностью.
3. Звуковым давлением, скоростью распространения, частотой, интенсивностью.
4.Звуковым давлением, скоростью распространения, длиной волны, частотой, интенсивностью."
294,Укажите единицу измерения силы звука:,"1. дБ
2. Па
3. Н/м3
4. Вт/м2"
295,"Постоянный шум - это уровень звука, который:","1. За 8-часовой рабочий день изменяется во времени более, чем на 5 дБА;
2. За 8-часовой рабочий день изменяется во времени не более, чем на 5 дБА ;
3. Остается постоянным в течение цикла технологического процесса;
4. За 50% времени смены остается постоянным."
296,Непостоянный шум на рабочих местах характеризуется:,"1. Уровнем звука, измеренным в период цикла работы технологического оборудования;
2. Дозой шума или относительной дозой шума.
3. Эквивалентным уровнем звука, как интегральным параметром;
4. Уровнем звука, измеренным шумомером по частотам в 3 рабочих точках;"
297,Порог слышимости при 1000 Гц имеет интенсивность звука,"1. 2∙10-5 Па
2. 3∙10-5 Па
3. 10-9 Вт/м2
4. 10-12 Вт/м2
"
298,По спектру шума устанавливается ….,"1. Направление распространения звуковой волны,
2. Ннтенсивность звука
3. Степень распределения звуковой энергии шума
4. Количество звуковой энергии."
299,Для установки логарифмического масштаба силы звука условно выбран нулевой уровень:,"1. I0=10-12 Вт/м2
2. I0=10-10 Вт/м2
3. I0=10-6 Вт/м2
4. I0=10-2 Вт/м2"
300,Для получения спектрограмм шумов производят измерение уровня звукового давления на различных частотах с помощью специальных приборов,"1. Шумомера 
2. Анализатора спектра
3. Шумомера и анализатора спектра
4. Широко-полосных фильтров"
301,Непостоянные шумы подразделяют на следующие виды:,"1. Прерывистые и импульсные.
2. Колеблющиеся во времени, прерывистые и импульсные.
3. Широкополосные и тональные.
4. Широкополосные, тональные и импульсные."
302,"Шумы, состоящие из одного или нескольких звуковых сигналов, каждый из которых имеет длительность менее 1 с; при этом уровни звука, измеренные соответственно на временных характе- ристиках «импульс» и «медленно» шумомера, различаются не менее чем на 7 дБ называют:","1. Тональными
2.Широкополосными
3. Импульсными
4. Дискретными."
303,Ультразвук – это …,"1. Механические колебания в упругой среде с частотой менее 20 кГц
2. Механические колебания в упругой среде с частотой более 20 кГц
3. Механические колебания в упругой среде с частотой от 16 Гц до 20 кГц
4. Звуковые волны с частотой от 16 Гц до 20 кГц
"
304,Ультразвук классифицируют на:,"1. Низкочастотный и высокочастотный
2. Воздушный и контактный
3. Низкочастотный, высокочастотный, воздушный и контактный
4. Постоянный, дискретный и импульсный."
305,Предельно допустимые уровни звука в соответствии с СН 2.2.4/2.1.8.562-96 устанавливаются с учетом …,"1. Общей нагрузки на слуховой анализатор и монотонности нагрузок
2. Тяжести и напряженности трудовой деятельности 
3 Общей нагрузки на слуховой анализатор, тяжести и напряженности трудовой деятельности
4.  Тяжести, напряженности трудовой деятельности и монотонности нагрузок.
"
306,Интенсивность звукового давления вызывающая разрыв барабанной перепонки:,"1. 75 дБ
2. 125 дБ
3. 165 дБ
4. 185 дБ
"
307,"Приведенные нормы устанавливают ПДУ для импульсного шума ниже, чем для постоянных шумов:","1. на 5 Б
2. на 5 дБ
3. на 10 дБ
4. на 15 дБ"
308,Гигиенические нормы для колеблющегося во времени и прерывистого шумов не должны превышать максимальный уровень звука в:,"1. 75 дБА
2. 100 дБА
3. 110 дБА
4. 125 дБА"
309,Скорость распространения звука зависит от: ,"1. Упругости, плотности среды и частоты колебаний.
2. Упругости, плотности и температуры среды, 
3. Плотности, температуры среды и частоты колебаний.
4. Упругости, плотности, температуры среды и от частоты колебаний."
310,Скорость распространения звуковой волны при нормальной температуре:,"1. 120 м / сек
2. 140 м / сек
3. 240 м / сек
4. 340 м / сек"
311,Нормируемой величиной на рабочем месте для постоянного шума является …,"1. Интенсивность звука
2. Уровень звукового давления
3. Звуковое давление
4. Спектральная мощность"
312,Нормирование учитывает различие биологической опасности шума в зависимости от ….,"1. Спектрального состава и временных характеристик шума
2. Уровня звукового давления
3. Интенсивности звука
4. Уровня звукового давления и интенсивности звука
"
313,Оценка непостоянного шума на соответствие допустимым уровням должна проводиться,"1. Эквивалентному по энергии уровню звука
2. По максимальному уровню звука
4. По эквивалентному и максимальному уровням звука
4. По уровню звукового давления"
314,"Уровень звукового давления определится по формуле ……, где Pо – пороговое звуковое давление, P –звуковое давление в точке измерения ","1.  L = 20 lg (P0 /P)
2.  L = 10 lg (P /P0 )
3.   L = lg (P /P0 )
4.   L = 20 lg (P /P0 )
"
315,Для определения шумового фона цеха рекомендуется измерение шума:,"1. Через каждые 20 м по продольной оси цеха на расстоянии приблизительно 0,33 м от поперечных стен.
2. Через каждые 10 м по продольной оси цеха на расстоянии приблизительно 0,33 м от поперечных стен.
3. Через каждые 20 м по продольной оси цеха на расстоянии приблизительно 1 м от поперечных стен.
4. Через каждые 10 м по продольной оси цеха на расстоянии приблизительно 0,5 м от поперечных стен."
316,"При проведении измерений параметров шума микрофон необходимо располагать на высоте … над уровнем пола или рабочей площадки, если работы выполняются стоя. ","1.     1,0 м
2.     1,5 м
3.     2,0 м
4.     2,5 м"
317,Передача звука из помещения с источником шума в смежное помещение происходит по направлениям:,"1. Через щели и отверстия
2. Через щели и отверстия; вследствие колебания преграды; 
3. Через щели и отверстия; через прилегающие конструкции
4. Через щели и отверстия; вследствие колебания преграды; через прилегающие конструкции"
318,"К звукопоглощающим относятся материалы, коэффициент звукопоглощения которых","1. менее 0,2.
2. более 0,2.
3. более 0,3.
4. более 0,5."
319,Для уменьшения шума различных аэрогазодинамических установок и устройств применяются … ,"1. Штучные звукопоглотители
2. Специальные кожухи
3. Глушители
4. Звукоизолирующие перегородки"
320,Какое из перечисленных средств индивидуальной защиты используется для защиты от шумов с уровнем звука более 120 дБА?,"1. Шлемы
2. Наушники
3. Вкладыши 
4. Штучные поглотители"
321,"Для снижения шума аэродинамического происхождения (вентиляторы местного проветривания, главные вентиляционные установки) на пути его распространения в воздухо- и газопроводах, а также на путях всасывания и выхлопа применяют","1. Звукоизолирующие перегородки
2. Звукопоглощающие облицовки
3. Звукоизолирующие кожухи
4. Глушители"
322,Вибрация характеризуется:,"1. Частотой, амплитудой вибрации, амплитудой виброскорости, амплитудой виброускорения
2. Частотой, амплитудой виброскорости, амплитудой виброускорения
3. Частотой, амплитудой вибрации, амплитудой виброускорения
4. Частотой, амплитудой виброскорости, амплитудой виброускорения"
323,По способу передачи на человека производственные вибрации бывают:,"1. Интенсивные и смешанные
2. Общие и локальные
3. Постоянные и непостояные
4. Общие, локальные и смешанные
"
324,По временным характеристикам выделяют вибрации:,"1. Среднесменные и среднесуточные
2. Общие и локальные
3. Постоянные и непостояные
4. Постоянные и временные
"
325,"Санитарные нормы, регламентирующие уровни вибрации на рабочих местах, устанавливают предельно допустимую интенсивность вибрации с учетом:","1. Частоты вибрации и направления вибрации
2. Напряженности и тяжести труда;
3. Источника вибрации
4. Частоты вибрации, направления вибрации и источника вибрации"
326,Непостоянные производственные вибрации бывают:,"1. Прерывистые и импульсные
2. Общие и локальные
3. Прерывистые, импульсные и колеблющиеся во времени
4. Корректированные и эквивалентные
"
327,"Какие физические величины, отраженные в санитарных нормах, характеризуют производственную вибрацию?","1. Виброускорение и виброскорость
2. Виброускорение, виброскорость и виброперемещение
3. Виброускорение и виброперемещение
4.  Виброускорение, виброперемещение и виброудар
"
328,В зависимости от направления координатных осей вибрации бывают:,"1.Диагональные и ортогональные
2. Ортогональные, вертикальные и горизонтальные
3. Вертикальные и горизонтальные
4. Диагональные, ортогональные, вертикальные и горизонтальные"
329,К высокочастотные общей вибрации относится вибрация с преобладанием максимальных уровней параметров вибрации в октавных полосах частот…,"1. 1 – 4 Гц
2. 8 – 16 Гц
3. 31,5 – 63 Гц
4. 125 – 1000 Гц"
330,К низкочастотной локальной вибрации относится вибрация с преобладанием максимальных уровней параметров вибрации в октавных полосах частот…,"1. 1 – 4 Гц
2. 8 – 16 Гц
3. 31,5 – 63 Гц
4. 125 – 1000 Гц"
331,"Гигиеническая оценка постоянной и непостоянной вибрации, воздействующей на человека, производится следующими методами","1. Спектральным анализом нормируемого параметра и интегральной оценкой по частоте нормируемого параметра
2. Спектральным анализом нормируемого параметра и интегральной оценкой с учетом времени вибрационного воздействия по эквивалентному уровню нормируемого параметра
3. Спектральным анализом нормируемого параметра, интегральной оценкой по частоте нормируемого параметра и интегральной оценкой с учетом времени вибрационного воздействия по эквивалентному уровню нормируемого параметра
4. Интегральной оценкой по частоте нормируемого параметра и интегральной оценкой с учетом времени вибрационного воздействия по эквивалентному уровню нормируемого параметра "
332,Нормируемый диапазон частот устанавливается для локальной вибрации в виде октавных полос со среднегеометрическими частотами:,"1.  8, 16, 31.5, 63, 125, 250, 500, 1000 Гц
2.  8, 16, 31, 63, 125, 250, 500, 1000 Гц
3.  1, 2, 4, 8, 16, 31.5, 63, 125, 250, 500, 1000, 2000, 4000 Гц
4.  4, 8, 16, 31.5, 63, 125, 250, 500 Гц"
333,Предельно допустимые уровни вибрации установлены для длительности вибрационного воздействия:,"1. 1 ч.
2. 8 ч.
3. 12 ч.
4.  24 ч."
334,"Для непостоянных вибраций, колеблющихся во времени, прерывистых, когда контакт с вибрацией занимает часть смены, оценку, согласно СН 2.2.4/2.1.8.566-96, проводят:","1. Эквивалентному корректированному уровню виброскорости
2. Эквивалентному корректированному уровню виброускорения
3. Эквивалентному корректированному уровню виброскорости или виброускорения
4. По характеристике частотного спектра"
335,По формуле  определяют:,"1. Логарифмические уровни виброскорости
2. Логарифмические уровни виброускорения
3. Логарифмические уровни виброперемещения
4. Эквивалентный уровень виброскорости"
336,  Вибрационную болезнь со спазмом сосудов могут вызывать вибрации на частотах …. ,"1. 35Гц
2. 10-35 Гц
3. 35-250 Гц 
4. выше 250 Гц "
337,Метод уменьшения вибрации вибродемпфирование заключается в,"1. Динамическом гашении и вибропоглащении, за счет рассеивания энергии колебаний покрытиями с большим внутренним трением 
2. Уменьшением динамических процессов, вызываемых ударами, резкими колебаниями
3. Превращении энергии механических колебаний в другие виды энергии 
4. Снижение передаваемой от машин и механизмов вибрации путем размещения между ними других элементов или амортизаторов."
338,Метод виброизоляции основан на: ,"1. Присоединении к объекту виброзащиты дополнительных устройств с целью изменения его вибрационного состояния в основном без перевода колебательной энергии в тепловую.
2. Способности препятствовать (в том числе стен, полов, потолков, механизмов и т.д.) распространению по ним волны колебательной энергии
3. Динамическом гашении и вибропоглащении
4. Введение дополнительного источника энергии, осуществляющего обратную связь изолируемого объекта и системы виброизоляции
"
339,Принцип динамического гашения вибрации состоит в …,"1. Присоединении к объекту виброзащиты дополнительных устройств с целью изменения его вибрационного состояния в основном без перевода колебательной энергии в тепловую.
2. Введение дополнительного источника энергии, осуществляющего обратную связь изолируемого объекта и системы виброизоляции
3. Применении материалов с большим внутренним трением или нанесением на вибрирующие поверхности упруго-вязких материалов, обладающих большими потерями на внутреннее трение
4. Отстройки собственных частот агрегата и его отдельных узлов и деталей от частоты вынуждающей силы."
